XP,Cluster_Observables_Vector
0.45040981120344736,2
0.31702895245194107,1
-0.8423917086753907,1
-1.9054434669890212,0
0.9059668204926399,2
1.243824889591278,2
0.8274358666543942,2
0.06106613784679817,1
-0.5273455930765836,1
-0.36963278020984924,1
-1.9180789877842197,0
0.012050922905341288,1
-3.0909904948696894,0
-1.9097536577644019,0
1.0149197826566483,2
-0.2637406866380936,1
0.8371605857190191,2
1.6872893733057834,2
0.8132723067904349,2
-1.1682540540976791,1
-0.9178222055168046,1
0.3915792115148294,1
-0.8439472406441735,1
-1.1109592562633623,1
-1.011116029941605,1
1.5939688006180552,2
0.5782197893487571,2
-1.2133913340081492,1
-0.05804956867684689,1
-0.04705990328575594,1
0.6691477255600868,2
0.7131708440609721,2
0.5180157497633847,2
-0.15289251302911808,1
-0.08808001688975817,1
1.7638155352444689,2
0.939521035210906,2
0.13848765431932444,1
-0.9928901888675448,1
0.1372888354359095,1
0.8255941972616492,2
0.2522312651134961,1
0.027587791807219424,1
0.5766340679638213,2
0.14208281326039754,1
0.3170073690306798,1
0.612860105024224,2
-0.30611135648288634,1
-2.8732041561026596,0
-1.0547549913770504,1
0.11650343292057605,1
0.831696022952479,2
2.41220946012497,2
1.2617410797264574,2
0.17807052112314142,1
1.3535719722314645,2
0.9908828638448142,2
-0.3750867703284671,1
